# Per-fold merged macro-F1, the input to taxonomy_merge.csv.
#
# Kept so any scenario pair can be given a corrected paired interval without
# recomputing the merges. `recorded_f1_macro` is the value the run itself
# wrote; the baseline scenario must reproduce it exactly, and
# --verify-reference asserts that it does.
#
# built from 75 registry record(s)
# arms: mobilenetv3_small, resnet18, yolo26m, yolo26n, yolo26s
# scripts: 03_run_cv
# corpus: f04c12c0922c6597eb139af66ef91e9f8df56b6e
# registry sha1: f54363b409c11652
# generated: 2026-09-24T08:57:27+00:00
arm,fold,repeat,fold_index,scenario,n_classes,macro_f1,recorded_f1_macro,support,protocol
mobilenetv3_small,r0f2,0,2,M1,9,0.5763764231668151,0.5589348592815062,134.0,uniform
mobilenetv3_small,r0f2,0,2,M2,9,0.6189964988510214,0.5589348592815062,134.0,uniform
mobilenetv3_small,r0f2,0,2,M3,8,0.6461259631681833,0.5589348592815062,134.0,uniform
mobilenetv3_small,r0f2,0,2,M4,5,0.6949185734900021,0.5589348592815062,134.0,uniform
mobilenetv3_small,r0f2,0,2,M5,7,0.6775186411131111,0.5589348592815062,134.0,uniform
mobilenetv3_small,r0f3,0,3,baseline,10,0.6513212770422088,0.6513212770422088,133.0,uniform
mobilenetv3_small,r0f3,0,3,M1,9,0.6816234327654741,0.6513212770422088,133.0,uniform
mobilenetv3_small,r0f3,0,3,M2,9,0.6839464920893219,0.6513212770422088,133.0,uniform
mobilenetv3_small,r0f3,0,3,M3,8,0.7221145691588844,0.6513212770422088,133.0,uniform
mobilenetv3_small,r0f3,0,3,M4,5,0.6970096074336278,0.6513212770422088,133.0,uniform
mobilenetv3_small,r0f3,0,3,M5,7,0.7703176896477418,0.6513212770422088,133.0,uniform
mobilenetv3_small,r0f4,0,4,baseline,10,0.4146267772186013,0.4146267772186013,133.0,uniform
mobilenetv3_small,r0f4,0,4,M1,9,0.45195439622767924,0.4146267772186013,133.0,uniform
mobilenetv3_small,r0f4,0,4,M2,9,0.48186600977505417,0.4146267772186013,133.0,uniform
mobilenetv3_small,r0f4,0,4,M3,8,0.5322644852298234,0.4146267772186013,133.0,uniform
mobilenetv3_small,r0f4,0,4,M4,5,0.6193451594699013,0.4146267772186013,133.0,uniform
mobilenetv3_small,r0f4,0,4,M5,7,0.6164931189867252,0.4146267772186013,133.0,uniform
mobilenetv3_small,r1f0,1,0,baseline,10,0.7123045125639339,0.7123045125639339,134.0,uniform
mobilenetv3_small,r1f0,1,0,M1,9,0.7458525478649318,0.7123045125639339,134.0,uniform
mobilenetv3_small,r1f0,1,0,M2,9,0.7238405966778623,0.7123045125639339,134.0,uniform
mobilenetv3_small,r1f0,1,0,M3,8,0.7630241469057258,0.7123045125639339,134.0,uniform
mobilenetv3_small,r1f0,1,0,M4,5,0.8116760255068052,0.7123045125639339,134.0,uniform
mobilenetv3_small,r1f0,1,0,M5,7,0.8183853062142535,0.7123045125639339,134.0,uniform
mobilenetv3_small,r1f1,1,1,baseline,10,0.609741819804845,0.609741819804845,134.0,uniform
mobilenetv3_small,r1f1,1,1,M1,9,0.6393084584261055,0.609741819804845,134.0,uniform
mobilenetv3_small,r1f1,1,1,M2,9,0.6173676191533334,0.609741819804845,134.0,uniform
mobilenetv3_small,r1f1,1,1,M3,8,0.6515833125208126,0.609741819804845,134.0,uniform
mobilenetv3_small,r1f1,1,1,M4,5,0.6979794015508302,0.609741819804845,134.0,uniform
mobilenetv3_small,r1f1,1,1,M5,7,0.6771433265026504,0.609741819804845,134.0,uniform
mobilenetv3_small,r1f2,1,2,baseline,10,0.5923297613359726,0.5923297613359726,134.0,uniform
mobilenetv3_small,r1f2,1,2,M1,9,0.6299317831926528,0.5923297613359726,134.0,uniform
mobilenetv3_small,r1f2,1,2,M2,9,0.6678711940616702,0.5923297613359726,134.0,uniform
mobilenetv3_small,r1f2,1,2,M3,8,0.7196161477411478,0.5923297613359726,134.0,uniform
mobilenetv3_small,r1f2,1,2,M4,5,0.7432879818594104,0.5923297613359726,134.0,uniform
mobilenetv3_small,r1f2,1,2,M5,7,0.7660929059691713,0.5923297613359726,134.0,uniform
mobilenetv3_small,r1f3,1,3,baseline,10,0.625762437608109,0.625762437608109,133.0,uniform
mobilenetv3_small,r1f3,1,3,M1,9,0.6648534173422109,0.625762437608109,133.0,uniform
mobilenetv3_small,r1f3,1,3,M2,9,0.667833104366609,0.625762437608109,133.0,uniform
mobilenetv3_small,r1f3,1,3,M3,8,0.7170692899122861,0.625762437608109,133.0,uniform
mobilenetv3_small,r1f3,1,3,M4,5,0.7272437851806683,0.625762437608109,133.0,uniform
mobilenetv3_small,r1f3,1,3,M5,7,0.7790478977939937,0.625762437608109,133.0,uniform
mobilenetv3_small,r1f4,1,4,baseline,10,0.5405993146638307,0.5405993146638307,133.0,uniform
mobilenetv3_small,r1f4,1,4,M1,9,0.6006659051820341,0.5405993146638307,133.0,uniform
mobilenetv3_small,r1f4,1,4,M2,9,0.5779338137084616,0.5405993146638307,133.0,uniform
mobilenetv3_small,r1f4,1,4,M3,8,0.6501755404220193,0.5405993146638307,133.0,uniform
mobilenetv3_small,r1f4,1,4,M4,5,0.6555709079652742,0.5405993146638307,133.0,uniform
mobilenetv3_small,r1f4,1,4,M5,7,0.6932727589870448,0.5405993146638307,133.0,uniform
mobilenetv3_small,r2f0,2,0,baseline,10,0.6168405266231353,0.6168405266231353,134.0,uniform
mobilenetv3_small,r2f0,2,0,M1,9,0.6580279355641674,0.6168405266231353,134.0,uniform
mobilenetv3_small,r2f0,2,0,M2,9,0.6533833426842804,0.6168405266231353,134.0,uniform
mobilenetv3_small,r2f0,2,0,M3,8,0.7042870297505848,0.6168405266231353,134.0,uniform
mobilenetv3_small,r2f0,2,0,M4,5,0.7461343412867154,0.6168405266231353,134.0,uniform
mobilenetv3_small,r2f0,2,0,M5,7,0.7636292872389939,0.6168405266231353,134.0,uniform
mobilenetv3_small,r2f1,2,1,baseline,10,0.5498957024440104,0.5498957024440104,134.0,uniform
mobilenetv3_small,r2f1,2,1,M1,9,0.5870673496941244,0.5498957024440104,134.0,uniform
mobilenetv3_small,r2f1,2,1,M2,9,0.5849342050225113,0.5498957024440104,134.0,uniform
mobilenetv3_small,r2f1,2,1,M3,8,0.6311321210012023,0.5498957024440104,134.0,uniform
mobilenetv3_small,r2f1,2,1,M4,5,0.6373286167073822,0.5498957024440104,134.0,uniform
mobilenetv3_small,r2f1,2,1,M5,7,0.6837401614013308,0.5498957024440104,134.0,uniform
mobilenetv3_small,r2f2,2,2,baseline,10,0.5312121212121211,0.5312121212121211,134.0,uniform
mobilenetv3_small,r2f2,2,2,M1,9,0.5687598163805806,0.5312121212121211,134.0,uniform
mobilenetv3_small,r2f2,2,2,M2,9,0.5757807964704517,0.5312121212121211,134.0,uniform
mobilenetv3_small,r2f2,2,2,M3,8,0.6235930379422598,0.5312121212121211,134.0,uniform
mobilenetv3_small,r2f2,2,2,M4,5,0.6675132262899727,0.5312121212121211,134.0,uniform
mobilenetv3_small,r2f2,2,2,M5,7,0.6886246671501794,0.5312121212121211,134.0,uniform
mobilenetv3_small,r2f3,2,3,baseline,10,0.5133798974135109,0.5133798974135109,133.0,uniform
mobilenetv3_small,r2f3,2,3,M1,9,0.5829939858042903,0.5133798974135109,133.0,uniform
mobilenetv3_small,r2f3,2,3,M2,9,0.5509209744503862,0.5133798974135109,133.0,uniform
mobilenetv3_small,r2f3,2,3,M3,8,0.6339294585196225,0.5133798974135109,133.0,uniform
mobilenetv3_small,r2f3,2,3,M4,5,0.6966233766233766,0.5133798974135109,133.0,uniform
mobilenetv3_small,r2f3,2,3,M5,7,0.6784640296090677,0.5133798974135109,133.0,uniform
mobilenetv3_small,r2f4,2,4,baseline,10,0.651815790798349,0.651815790798349,133.0,uniform
mobilenetv3_small,r2f4,2,4,M1,9,0.6743059051198587,0.651815790798349,133.0,uniform
mobilenetv3_small,r2f4,2,4,M2,9,0.6783643466783001,0.651815790798349,133.0,uniform
mobilenetv3_small,r2f4,2,4,M3,8,0.7069842947749925,0.651815790798349,133.0,uniform
mobilenetv3_small,r2f4,2,4,M4,5,0.7602279576963122,0.651815790798349,133.0,uniform
mobilenetv3_small,r2f4,2,4,M5,7,0.7495404927298616,0.651815790798349,133.0,uniform
resnet18,r0f0,0,0,baseline,10,0.6683122367050938,0.6683122367050938,134.0,uniform
resnet18,r0f0,0,0,M1,9,0.6871364232475344,0.6683122367050938,134.0,uniform
resnet18,r0f0,0,0,M2,9,0.7404717139548169,0.6683122367050938,134.0,uniform
resnet18,r0f0,0,0,M3,8,0.7706688584712778,0.6683122367050938,134.0,uniform
resnet18,r0f0,0,0,M4,5,0.767295196896715,0.6683122367050938,134.0,uniform
resnet18,r0f0,0,0,M5,7,0.8195627784913498,0.6683122367050938,134.0,uniform
resnet18,r0f1,0,1,baseline,10,0.5489831422739303,0.5489831422739303,134.0,uniform
resnet18,r0f1,0,1,M1,9,0.6065458506634978,0.5489831422739303,134.0,uniform
resnet18,r0f1,0,1,M2,9,0.6007220099339966,0.5489831422739303,134.0,uniform
resnet18,r0f1,0,1,M3,8,0.6719474153297683,0.5489831422739303,134.0,uniform
resnet18,r0f1,0,1,M4,5,0.7424242424242424,0.5489831422739303,134.0,uniform
resnet18,r0f1,0,1,M5,7,0.7294529933185395,0.5489831422739303,134.0,uniform
resnet18,r0f2,0,2,baseline,10,0.500238027578181,0.500238027578181,134.0,uniform
resnet18,r0f2,0,2,M1,9,0.5585522710795818,0.500238027578181,134.0,uniform
resnet18,r0f2,0,2,M2,9,0.5387142017621334,0.500238027578181,134.0,uniform
resnet18,r0f2,0,2,M3,8,0.6091272474742034,0.500238027578181,134.0,uniform
resnet18,r0f2,0,2,M4,5,0.6906417034202763,0.500238027578181,134.0,uniform
resnet18,r0f2,0,2,M5,7,0.6416264150587772,0.500238027578181,134.0,uniform
resnet18,r0f3,0,3,baseline,10,0.6413184593184593,0.6413184593184593,133.0,uniform
resnet18,r0f3,0,3,M1,9,0.6559194092527426,0.6413184593184593,133.0,uniform
resnet18,r0f3,0,3,M2,9,0.6917948475325524,0.6413184593184593,133.0,uniform
resnet18,r0f3,0,3,M3,8,0.7145304647353827,0.6413184593184593,133.0,uniform
resnet18,r0f3,0,3,M4,5,0.6942543288868335,0.6413184593184593,133.0,uniform
resnet18,r0f3,0,3,M5,7,0.7413544127829842,0.6413184593184593,133.0,uniform
resnet18,r0f4,0,4,baseline,10,0.5949666123350335,0.5949666123350335,133.0,uniform
resnet18,r0f4,0,4,M1,9,0.6484916264963397,0.5949666123350335,133.0,uniform
resnet18,r0f4,0,4,M2,9,0.6388517914833706,0.5949666123350335,133.0,uniform
resnet18,r0f4,0,4,M3,8,0.7045530798083822,0.5949666123350335,133.0,uniform
resnet18,r0f4,0,4,M4,5,0.7420691347370113,0.5949666123350335,133.0,uniform
resnet18,r0f4,0,4,M5,7,0.7574781108615695,0.5949666123350335,133.0,uniform
resnet18,r1f0,1,0,baseline,10,0.5798384393354767,0.5798384393354767,134.0,uniform
resnet18,r1f0,1,0,M1,9,0.6277174998503585,0.5798384393354767,134.0,uniform
resnet18,r1f0,1,0,M2,9,0.6228939648530387,0.5798384393354767,134.0,uniform
resnet18,r1f0,1,0,M3,8,0.6821398486219759,0.5798384393354767,134.0,uniform
resnet18,r1f0,1,0,M4,5,0.7648093841642228,0.5798384393354767,134.0,uniform
resnet18,r1f0,1,0,M5,7,0.7253644371459192,0.5798384393354767,134.0,uniform
resnet18,r1f1,1,1,baseline,10,0.5520696970930706,0.5520696970930706,134.0,uniform
resnet18,r1f1,1,1,M1,9,0.6051618476548617,0.5520696970930706,134.0,uniform
resnet18,r1f1,1,1,M2,9,0.5862474360941953,0.5520696970930706,134.0,uniform
resnet18,r1f1,1,1,M3,8,0.6502483228513506,0.5520696970930706,134.0,uniform
resnet18,r1f1,1,1,M4,5,0.742005680094852,0.5520696970930706,134.0,uniform
resnet18,r1f1,1,1,M5,7,0.7005998907176368,0.5520696970930706,134.0,uniform
resnet18,r1f2,1,2,baseline,10,0.6217076707214957,0.6217076707214957,134.0,uniform
resnet18,r1f2,1,2,M1,9,0.6763987426353019,0.6217076707214957,134.0,uniform
resnet18,r1f2,1,2,M2,9,0.6522273046470373,0.6217076707214957,134.0,uniform
resnet18,r1f2,1,2,M3,8,0.7175697147907618,0.6217076707214957,134.0,uniform
resnet18,r1f2,1,2,M4,5,0.731671827835313,0.6217076707214957,134.0,uniform
resnet18,r1f2,1,2,M5,7,0.757349005945162,0.6217076707214957,134.0,uniform
resnet18,r1f3,1,3,baseline,10,0.5989273739273739,0.5989273739273739,133.0,uniform
resnet18,r1f3,1,3,M1,9,0.6256021207001601,0.5989273739273739,133.0,uniform
resnet18,r1f3,1,3,M2,9,0.6625087790843711,0.5989273739273739,133.0,uniform
resnet18,r1f3,1,3,M3,8,0.7004655448483799,0.5989273739273739,133.0,uniform
resnet18,r1f3,1,3,M4,5,0.7614280791588816,0.5989273739273739,133.0,uniform
resnet18,r1f3,1,3,M5,7,0.7512823094218444,0.5989273739273739,133.0,uniform
resnet18,r1f4,1,4,baseline,10,0.6737600378176941,0.6737600378176941,133.0,uniform
resnet18,r1f4,1,4,M1,9,0.7065302337372185,0.6737600378176941,133.0,uniform
resnet18,r1f4,1,4,M2,9,0.683488164625024,0.6737600378176941,133.0,uniform
resnet18,r1f4,1,4,M3,8,0.7215706508854053,0.6737600378176941,133.0,uniform
resnet18,r1f4,1,4,M4,5,0.7620770034563138,0.6737600378176941,133.0,uniform
resnet18,r1f4,1,4,M5,7,0.7538411212731335,0.6737600378176941,133.0,uniform
resnet18,r2f0,2,0,baseline,10,0.6278094330731248,0.6278094330731248,134.0,uniform
resnet18,r2f0,2,0,M1,9,0.6616864071182869,0.6278094330731248,134.0,uniform
resnet18,r2f0,2,0,M2,9,0.6692400192400192,0.6278094330731248,134.0,uniform
resnet18,r2f0,2,0,M3,8,0.7125304383116884,0.6278094330731248,134.0,uniform
resnet18,r2f0,2,0,M4,5,0.7739492574935612,0.6278094330731248,134.0,uniform
resnet18,r2f0,2,0,M5,7,0.7602095192646373,0.6278094330731248,134.0,uniform
resnet18,r2f1,2,1,baseline,10,0.6225547996976568,0.6225547996976568,134.0,uniform
resnet18,r2f1,2,1,M1,9,0.6219027170717992,0.6225547996976568,134.0,uniform
resnet18,r2f1,2,1,M2,9,0.6805159339721552,0.6225547996976568,134.0,uniform
resnet18,r2f1,2,1,M3,8,0.6870274828023776,0.6225547996976568,134.0,uniform
resnet18,r2f1,2,1,M4,5,0.6865437788018433,0.6225547996976568,134.0,uniform
resnet18,r2f1,2,1,M5,7,0.7111336137508438,0.6225547996976568,134.0,uniform
resnet18,r2f2,2,2,baseline,10,0.6220114308349601,0.6220114308349601,134.0,uniform
resnet18,r2f2,2,2,M1,9,0.6762244424492423,0.6220114308349601,134.0,uniform
resnet18,r2f2,2,2,M2,9,0.6497441574516429,0.6220114308349601,134.0,uniform
resnet18,r2f2,2,2,M3,8,0.7142003863447954,0.6220114308349601,134.0,uniform
resnet18,r2f2,2,2,M4,5,0.7556238817866026,0.6220114308349601,134.0,uniform
resnet18,r2f2,2,2,M5,7,0.770476714635023,0.6220114308349601,134.0,uniform
resnet18,r2f3,2,3,baseline,10,0.543979965198744,0.543979965198744,133.0,uniform
resnet18,r2f3,2,3,M1,9,0.5692966051661704,0.543979965198744,133.0,uniform
resnet18,r2f3,2,3,M2,9,0.5635784956516487,0.543979965198744,133.0,uniform
resnet18,r2f3,2,3,M3,8,0.5945095319216164,0.543979965198744,133.0,uniform
resnet18,r2f3,2,3,M4,5,0.727988107847443,0.543979965198744,133.0,uniform
resnet18,r2f3,2,3,M5,7,0.6346270461585924,0.543979965198744,133.0,uniform
resnet18,r2f4,2,4,baseline,10,0.6333578010997365,0.6333578010997365,133.0,uniform
resnet18,r2f4,2,4,M1,9,0.6624221868666313,0.6333578010997365,133.0,uniform
resnet18,r2f4,2,4,M2,9,0.6686741435786621,0.6333578010997365,133.0,uniform
resnet18,r2f4,2,4,M3,8,0.7057861203762843,0.6333578010997365,133.0,uniform
resnet18,r2f4,2,4,M4,5,0.7375498358414666,0.6333578010997365,133.0,uniform
resnet18,r2f4,2,4,M5,7,0.7602527879838805,0.6333578010997365,133.0,uniform
